1555751184073,-2.911,3.984,9.04
1555751184073,-2.911,3.984,9.04
1555751184073,-2.911,3.984,9.04
1555751184073,-2.911,3.984,9.04
1555751184073,-2.911,3.984,9.04
1555751184073,-2.911,3.984,9.04
1555751184089,-3.371,3.677,8.121
1555751184089,-3.371,3.677,8.121
1555751184092,-2.451,3.83,8.274
1555751184104,-1.685,3.524,7.814
1555751184106,-1.685,3.524,7.814
1555751184113,-1.838,4.597,10.879
1555751184134,-1.838,3.677,12.258
1555751184134,-1.838,3.677,12.258
1555751184134,-1.838,3.83,12.411
1555751184143,-0.919,2.758,12.411
1555751184156,0.919,3.217,11.339
1555751184200,0.766,2.911,10.266
1555751184200,0.766,2.911,10.266
1555751184200,0.459,2.758,9.807
1555751184201,0.459,3.371,9.653
1555751184202,-0.153,3.217,9.653
1555751184226,-0.153,3.677,10.113
1555751184226,-0.153,3.677,10.113
1555751184226,-0.153,3.371,9.194
1555751184226,-0.153,3.371,9.194
1555751184226,-0.153,3.217,9.194
1555751184226,-0.153,3.217,9.194
1555751184237,0.153,3.217,8.734
1555751184237,0.153,3.217,8.734
1555751184245,0.0,3.217,8.581
1555751184253,0.0,3.217,9.04
1555751184270,-0.306,3.217,9.347
1555751184270,-0.306,3.217,9.347
1555751184274,-0.766,3.217,9.5
1555751184292,0.153,2.911,9.04
1555751184292,0.153,2.911,9.04
1555751184293,0.153,2.911,9.04
1555751184307,0.766,2.911,8.581
1555751184307,0.766,2.911,8.581
1555751184347,0.612,2.911,8.734
1555751184347,0.306,3.217,8.734
1555751184347,0.306,3.217,8.734
1555751184347,0.0,3.677,9.194
1555751184347,-0.306,3.83,9.347
1555751184354,-0.612,3.83,9.653
1555751184354,-0.612,3.83,9.653
1555751184374,-0.306,3.371,9.5
1555751184374,-0.306,3.371,9.5
1555751184374,-0.306,3.371,9.5
1555751184382,0.153,3.371,9.5
1555751184401,0.612,3.371,9.5
1555751184401,0.612,3.371,9.5
1555751184403,1.379,3.064,9.194
1555751184403,1.379,3.064,9.194
1555751184413,2.145,2.298,9.04
1555751184413,2.145,2.298,9.04
1555751184425,2.145,2.451,8.734
1555751184425,2.145,2.451,8.734
1555751184433,0.153,2.911,7.508
1555751184456,-0.612,3.217,8.734
1555751184456,-0.612,3.217,8.734
1555751184456,-0.766,3.984,9.5
1555751184463,0.919,3.83,9.96
1555751184463,0.919,3.83,9.96
1555751184472,2.145,2.911,10.573
1555751184483,2.298,2.451,10.266
1555751184483,2.298,2.451,10.266
1555751184492,2.298,2.758,9.653
1555751184503,1.685,2.604,9.04
1555751184504,1.685,2.604,9.04
1555751184513,0.459,3.217,8.581
1555751184513,0.459,3.217,8.581
1555751184528,0.306,3.371,8.274
1555751184533,0.306,3.371,8.427
1555751184533,0.306,3.371,8.427
1555751184545,0.0,4.137,9.04
1555751184545,0.0,4.137,9.04
1555751184552,0.306,3.83,9.96
1555751184563,0.612,3.677,10.879
1555751184565,0.612,3.677,10.879
1555751184572,0.919,2.758,10.419
1555751184590,1.379,2.758,9.5
1555751184590,1.379,2.758,9.5
1555751184595,1.379,2.758,8.427
1555751184595,1.379,2.758,8.427
1555751184603,0.919,3.064,7.814
1555751184613,0.459,3.371,7.814
1555751184613,0.459,3.371,7.814
1555751184622,-0.153,3.984,8.427
1555751184644,0.459,3.984,8.581
1555751184644,1.379,3.984,9.194
1555751184644,1.379,3.984,9.194
1555751184652,2.145,3.524,9.5
1555751184663,1.992,2.758,9.5
1555751184663,1.992,2.758,9.5
1555751184672,2.758,2.604,9.04
1555751184682,2.145,2.604,7.814
1555751184682,2.145,2.604,7.814
1555751184695,2.451,2.911,7.968
1555751184697,2.451,2.911,7.968
1555751184706,1.992,2.758,8.581
1555751184733,1.532,2.758,9.347
1555751184733,1.072,2.451,10.266
1555751184733,1.072,2.451,10.266
1555751184733,0.919,2.911,10.113
1555751184733,0.919,2.911,10.113
1555751184742,1.225,2.911,10.113
1555751184752,1.992,2.911,10.113
1555751184763,1.532,2.911,10.113
1555751184764,1.532,2.911,10.113
1555751184772,0.459,2.911,9.807
1555751184791,1.072,2.145,9.5
1555751184791,1.072,2.145,9.5
1555751184794,0.459,2.604,10.573
1555751184794,0.459,2.604,10.573
1555751184804,0.153,2.911,10.266
1555751184813,0.766,2.911,8.121
1555751184813,0.766,2.911,8.121
1555751184822,1.838,2.911,7.814
1555751184832,2.145,2.604,9.653
1555751184833,2.145,2.604,9.653
1555751184853,1.992,2.758,10.573
1555751184853,1.992,2.758,10.573
1555751184853,1.992,2.758,10.573
1555751184896,1.225,2.758,10.573
1555751184896,1.225,2.758,10.573
1555751184896,0.766,2.758,10.573
1555751184896,0.612,2.758,9.5
1555751184896,0.306,2.758,8.887
1555751184898,0.306,2.758,8.887
1555751184903,0.459,2.758,8.734
1555751184903,0.459,2.758,8.734
1555751184938,0.459,2.758,9.04
1555751184938,0.459,2.758,9.347
1555751184938,0.459,2.758,9.347
1555751184939,0.459,2.758,9.04
1555751184948,0.459,2.758,8.887
1555751184948,0.459,2.758,8.887
1555751184953,0.153,2.758,8.274
1555751184963,0.0,2.758,7.968
1555751184987,0.0,2.451,7.968
1555751184987,0.0,2.451,7.968
1555751184987,0.0,2.451,7.968
1555751184994,0.766,2.451,7.968
1555751184994,0.766,2.451,7.968
1555751185009,1.072,2.451,9.96
1555751185009,1.072,2.451,9.96
1555751185013,1.072,2.451,10.113
1555751185023,1.072,2.451,10.419
1555751185042,-0.459,2.758,9.96
1555751185046,-1.072,3.064,8.274
1555751185046,-1.072,3.064,8.274
1555751185053,-1.685,3.064,8.121
1555751185063,-1.685,3.064,8.121
1555751185073,-1.072,2.758,8.887
1555751185085,-0.766,2.604,9.653
1555751185085,-0.766,2.604,9.653
1555751185092,-0.306,2.604,9.653
1555751185103,0.153,2.604,9.653
1555751185105,0.153,2.604,9.653
1555751185112,0.153,2.604,9.653
1555751185137,-0.306,1.685,9.194
1555751185137,-0.306,1.685,9.194
1555751185137,-0.306,1.379,9.347
1555751185143,0.0,1.379,9.347
1555751185153,0.153,1.379,9.347
1555751185153,0.153,1.379,9.347
1555751185163,0.153,1.992,9.347
1555751185173,-0.459,1.992,9.04
1555751185214,-1.379,2.298,9.194
1555751185215,-1.379,2.298,9.194
1555751185215,-1.532,2.145,9.96
1555751185215,-1.072,2.145,11.339
1555751185215,-1.072,2.145,11.339
1555751185215,-0.919,2.145,11.492
1555751185215,-0.919,2.145,11.492
1555751185223,-0.459,1.379,10.573
1555751185239,-0.459,1.685,9.96
1555751185239,-0.459,1.685,9.96
1555751185243,-1.379,1.838,7.814
1555751185297,-1.225,1.838,9.04
1555751185297,-1.225,1.838,9.04
1555751185297,-0.919,1.532,10.266
1555751185297,-0.919,1.532,10.266
1555751185298,0.766,1.379,9.96
1555751185298,0.766,1.379,9.96
1555751185298,1.072,0.919,8.887
1555751185299,2.451,0.919,6.282
1555751185299,2.451,0.919,6.282
1555751185324,1.838,2.758,5.822
1555751185324,1.838,2.758,5.822
