1554219743327,-4.137,3.677,7.968
1554219743327,-4.137,3.677,7.968
1554219743347,-3.984,3.677,7.968
1554219743367,-3.984,3.677,7.968
1554219743387,-3.984,3.677,7.968
1554219743407,-3.984,3.677,7.508
1554219743427,-3.984,3.677,7.355
1554219743427,-3.984,3.677,7.355
1554219743447,-3.984,3.677,8.274
1554219743447,-3.984,3.677,8.274
1554219743467,-3.064,3.984,7.661
1554219743467,-3.064,3.984,7.661
1554219743487,-3.371,3.217,10.419
1554219743509,-3.064,3.064,10.726
1554219743509,-3.064,3.064,10.726
1554219743527,-3.064,3.83,9.807
1554219743547,-3.064,4.443,9.347
1554219743547,-3.064,4.443,9.347
1554219743567,-1.532,3.217,8.887
1554219743567,-1.532,3.217,8.887
1554219743587,0.0,1.992,9.653
1554219743587,0.0,1.992,9.653
1554219743607,1.072,0.612,11.492
1554219743607,1.072,0.612,11.492
1554219743627,1.685,0.153,11.645
1554219743647,1.379,0.0,10.419
1554219743647,1.379,0.0,10.419
1554219743667,0.459,0.766,7.814
1554219743687,-0.459,2.145,7.968
1554219743707,-0.459,2.145,9.5
1554219743708,-0.459,2.145,9.5
1554219743734,-0.153,1.379,10.113
1554219743747,-0.153,1.379,10.113
1554219743767,-0.919,1.992,9.04
1554219743767,-0.919,1.992,9.04
1554219743787,-0.919,1.532,9.5
1554219743807,-0.612,0.919,10.879
1554219743807,-0.612,0.919,10.879
1554219743827,-0.919,1.379,9.5
1554219743827,-0.919,1.379,9.5
1554219743851,-1.072,1.685,9.96
1554219743851,-1.072,1.685,9.96
1554219743874,-0.766,1.685,10.573
1554219743910,-0.919,1.685,11.032
1554219743910,-0.919,1.685,11.032
1554219743910,-0.919,1.685,10.726
1554219743910,-0.919,1.685,10.726
1554219743937,-1.379,1.379,10.726
1554219743949,-1.532,1.379,10.419
1554219743970,-1.532,1.379,9.653
1554219744000,-1.532,1.379,9.5
1554219744000,-1.532,1.379,9.5
1554219744022,-1.532,1.379,9.807
1554219744034,-1.532,1.685,9.807
1554219744034,-1.532,1.685,9.807
1554219744047,-1.532,1.838,9.807
1554219744069,-1.225,1.838,9.807
1554219744069,-1.225,1.838,9.807
1554219744087,-1.072,1.838,9.807
1554219744108,-1.532,1.838,9.807
1554219744109,-1.532,1.838,9.807
1554219744140,-1.838,1.838,10.266
1554219744147,-1.225,1.838,9.5
1554219744147,-1.225,1.838,9.5
1554219744167,-1.379,1.838,9.04
1554219744187,-1.379,1.838,9.194
1554219744207,-1.379,1.838,9.653
1554219744207,-1.379,1.838,9.653
1554219744227,-1.379,1.838,10.113
1554219744227,-1.379,1.838,10.113
1554219744263,-1.379,1.838,10.419
1554219744269,-1.379,1.838,9.807
1554219744269,-1.379,1.838,9.807
1554219744288,-1.379,1.838,9.347
1554219744307,-1.379,1.838,9.347
1554219744327,-1.379,1.838,9.653
1554219744347,-1.379,1.838,9.96
1554219744347,-1.379,1.838,9.96
1554219744367,-1.379,1.838,9.96
1554219744367,-1.379,1.838,9.96
1554219744396,-1.379,1.838,9.96
1554219744407,-1.379,1.838,9.653
1554219744427,-1.379,1.838,9.807
1554219744427,-1.379,1.838,9.807
1554219744447,-1.379,1.838,9.807
1554219744447,-1.379,1.838,9.807
1554219744467,-1.379,1.838,9.807
1554219744487,-1.379,1.838,9.807
1554219744507,-1.379,1.838,9.807
1554219744507,-1.379,1.838,9.807
1554219744533,-1.379,1.992,9.807
1554219744533,-1.379,1.992,9.807
1554219744547,-1.379,1.992,9.807
1554219744568,-1.838,1.992,9.807
1554219744587,-1.685,1.992,9.807
1554219744608,-1.685,1.992,9.807
1554219744608,-1.685,1.992,9.807
1554219744627,-1.225,1.992,9.807
1554219744647,-1.225,1.992,9.807
1554219744647,-1.225,1.992,9.807
1554219744675,-1.225,1.992,9.807
1554219744687,-1.225,1.992,9.807
1554219744687,-1.225,1.992,9.807
1554219744707,-1.225,1.992,9.807
1554219744727,-1.225,1.992,9.807
1554219744727,-1.225,1.992,9.807
1554219744747,-1.225,1.992,9.807
1554219744768,-1.225,1.992,9.807
1554219744768,-1.225,1.992,9.807
1554219744787,-1.225,1.992,9.807
1554219744789,-1.225,1.992,9.807
1554219744811,-1.532,1.992,9.807
1554219744811,-1.532,1.992,9.807
1554219744827,-1.379,1.992,9.807
1554219744827,-1.379,1.992,9.807
1554219744847,-1.379,1.992,9.807
1554219744867,-1.379,1.992,9.807
1554219744888,-1.379,1.992,9.807
1554219744888,-1.379,1.992,9.807
1554219744907,-1.379,1.992,9.807
1554219744909,-1.379,1.992,9.807
1554219744949,-1.379,1.992,9.807
1554219744949,-1.379,1.992,9.807
1554219744949,-1.379,1.992,9.807
1554219744973,-1.379,1.992,9.807
1554219744973,-1.379,1.992,9.807
1554219744987,-1.379,1.992,9.807
1554219744987,-1.379,1.992,9.807
1554219745007,-1.379,1.992,9.807
1554219745027,-1.379,1.992,9.807
1554219745052,-1.379,1.992,9.807
