1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202777,-2.911,4.597,13.178
1555750202786,-2.604,4.903,13.178
1555750202792,-1.379,3.677,11.492
1555750202793,-1.379,3.677,11.492
1555750202813,1.379,2.911,9.194
1555750202813,1.992,2.604,7.814
1555750202813,1.992,2.604,7.814
1555750202840,1.992,2.758,4.597
1555750202840,1.992,2.758,4.597
1555750202841,1.992,3.217,6.435
1555750202844,2.298,3.064,6.589
1555750202854,2.298,3.371,8.121
1555750202854,2.298,3.371,8.121
1555750202907,2.298,3.524,8.887
1555750202908,1.379,4.443,8.887
1555750202908,1.072,4.75,8.274
1555750202908,1.072,4.75,8.274
1555750202909,1.685,4.443,9.04
1555750202909,1.685,3.677,7.355
1555750202921,0.919,3.524,9.5
1555750202921,0.919,3.524,9.5
1555750202922,0.153,3.217,8.274
1555750202932,-0.919,3.524,10.573
1555750202942,0.0,3.524,9.194
1555750202960,0.766,3.524,7.508
1555750202960,0.766,3.524,7.508
1555750202962,3.064,3.524,6.589
1555750202972,3.677,4.443,7.355
1555750202972,3.677,4.443,7.355
1555750202982,4.597,4.443,8.121
1555750202992,4.75,4.137,8.887
1555750202992,4.75,4.137,8.887
1555750203002,3.371,3.677,9.04
1555750203012,2.298,3.217,9.5
1555750203014,2.298,3.217,9.5
1555750203022,1.838,3.217,10.573
1555750203038,1.838,3.217,10.726
1555750203038,1.838,3.217,10.726
1555750203042,2.451,3.217,9.194
1555750203043,2.451,3.217,9.194
1555750203053,2.451,3.677,7.355
1555750203053,2.451,3.677,7.355
1555750203062,1.685,4.29,6.589
1555750203072,1.685,4.597,6.282
1555750203074,1.685,4.597,6.282
1555750203092,1.992,4.75,6.589
1555750203092,1.992,4.75,6.589
1555750203095,2.451,4.443,7.202
1555750203095,2.451,4.443,7.202
1555750203102,2.911,3.984,9.5
1555750203112,3.524,3.524,10.726
1555750203112,3.524,3.524,10.726
1555750203122,3.371,3.217,11.339
1555750203122,3.371,3.217,11.339
1555750203133,1.992,3.064,11.032
1555750203133,1.992,3.064,11.032
1555750203160,0.919,2.604,10.113
1555750203160,1.992,2.911,8.581
1555750203160,1.992,2.911,8.581
1555750203162,1.992,4.29,8.274
1555750203172,3.524,3.984,8.274
1555750203173,3.524,3.984,8.274
1555750203182,4.137,3.83,7.968
1555750203193,4.29,3.524,8.121
1555750203194,4.29,3.524,8.121
1555750203205,4.29,3.524,8.121
1555750203212,3.83,3.524,8.581
1555750203222,3.371,3.524,10.113
1555750203222,3.371,3.524,10.113
1555750203234,3.064,3.217,10.879
1555750203234,3.064,3.217,10.879
1555750203242,1.992,2.758,11.339
1555750203252,2.911,2.604,11.492
1555750203253,2.911,2.604,11.492
1555750203262,3.83,3.371,8.734
1555750203286,3.524,3.83,8.887
1555750203286,3.524,3.83,8.887
1555750203286,2.911,2.911,8.581
1555750203286,2.911,2.911,8.581
1555750203293,3.984,2.911,8.581
1555750203303,4.137,3.524,6.895
1555750203303,4.137,3.524,6.895
1555750203312,4.75,3.677,7.661
1555750203323,4.443,3.984,7.508
1555750203325,4.443,3.984,7.508
1555750203339,5.209,3.217,7.048
1555750203339,5.209,3.217,7.048
1555750203343,4.29,3.984,7.048
1555750203343,4.29,3.984,7.048
1555750203353,4.443,4.443,7.048
1555750203362,4.137,3.524,7.048
1555750203373,2.145,3.677,4.443
1555750203373,2.145,3.677,4.443
1555750203382,2.911,3.371,1.838
1555750203399,1.532,2.758,5.363
1555750203400,1.532,2.758,5.363
1555750203407,1.838,2.911,8.121
1555750203413,2.911,2.911,8.887
1555750203459,4.903,2.145,9.04
1555750203459,4.903,2.145,9.04
1555750203459,4.903,2.145,9.04
1555750203459,5.516,2.298,8.734
1555750203459,5.516,2.298,8.734
1555750203592,1.685,3.371,8.581
1555750203596,1.685,3.371,8.581
1555750203596,1.685,3.371,8.581
1555750203596,0.459,3.524,8.581
1555750203596,0.0,2.758,8.274
1555750203596,0.0,2.758,8.274
1555750203597,2.604,2.298,7.814
1555750203597,2.604,2.298,7.814
1555750203597,3.984,1.838,7.968
1555750203597,4.597,1.532,8.427
1555750203597,4.597,1.532,8.427
1555750203600,3.984,1.992,9.347
1555750203600,1.379,2.451,10.266
1555750203600,1.379,2.451,10.266
1555750203604,0.766,3.064,13.178
1555750203604,0.766,3.064,13.178
1555750203604,0.766,3.217,14.71
1555750203604,0.766,3.524,13.024
1555750203604,1.379,3.371,10.113
1555750203604,1.379,3.371,10.113
1555750203604,1.532,3.371,10.113
1555750203610,1.532,2.758,8.581
1555750203614,1.532,2.758,8.581
1555750203614,1.838,2.604,8.121
1555750203614,2.145,2.298,8.121
1555750203614,2.145,2.298,8.121
1555750203624,3.064,2.145,8.887
1555750203705,2.604,2.145,9.807
